DimItem_ItemCode_,DimItem_BPItemCode_,DimItem_ItemDesc_,ItemCategory,ItemGroupCode,ItemGroupDesc,ProductFamilyCode,ProductFamilyDesc,ItemModelGroupCode,OrigCountryRegionId,ItemModelGroupDesc,Sub_Brand,PackagingGroupCode,Grade,UnitCode_Sales,TaxItemGroupCode_Sales,CaseVolume,ContainerVolume,PackSize,PackagingQty,Pkg_or_Bulk,ProductStatus,DimItem_IsPFLItem_,DimItem_CreatedDateTime_,DimItem_ModifiedDateTime_
0207500,ACDELCO15W40BKCK4,OBSOLETE - ACDelco 15W40 Diesel Motor Oil CK-4 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,,Non Synthetic Motor Oil,,BULK,15W40,LT,EHCP,1,1,,1,Bulk,Obsolete,False,7/28/2017 4:01:00 PM,8/26/2022 10:31:00 AM
0207500R,ACDELCO15W40BKCK4,ACDelco 15W40 Diesel Motor Oil CK-4 Bulk,,FG,Finished Goods,ACDL,AC Delco,NON,,Non Synthetic Motor Oil,,BULK,,LT,ALLTAX,1,1,,1,Bulk,Obsolete,False,7/28/2017 4:01:00 PM,11/11/2022 11:00:00 AM
0207505,ACDELCO15W40DRCK4,"OBSOLETE - ACDelco 15W40 Diesel Motor Oil CK-4, 1x205L",LUBES,FG,Finished Goods,ACDL,AC Delco,NON,,Non Synthetic Motor Oil,,DRUM,15W40,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,7/28/2017 4:01:00 PM,2/28/2021 2:07:00 PM
020753A,ACDELCO15W40CACK4,"OBSOLETE - ACDelco 15W40 Diesel Motor Oil CK-4, 3x5L",LUBES,FG,Finished Goods,ACDL,AC Delco,NON,,Non Synthetic Motor Oil,,CASE,15W40,CA,EHCPC,15,5,PACK,3,Package,Obsolete,False,7/28/2017 4:01:00 PM,2/24/2021 6:54:00 PM
020753AOP3,020753AOP3,"Filling Fee - ACDelco 15W40 Diesel Motor Oil CK-4, 3x5L",,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,15,-1,,0,Package,Active,False,9/22/2020 8:41:00 AM,11/1/2021 11:00:00 AM
0207542,ACDELCO15W40CACK4,"OBSOLETE - ACDelco 15W40 Diesel Motor Oil CK-4, 12x1L",LUBES,FG,Finished Goods,ACDL,AC Delco,NON,,Non Synthetic Motor Oil,,CASE,15W40,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,7/28/2017 4:01:00 PM,8/19/2021 12:10:00 PM
0207542OP3,0207542OP3,Filling Fee - ACDelco 15W40 CK-4 12x1L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Active,False,7/28/2017 4:20:00 PM,11/1/2021 11:00:00 AM
0207600,ACDELCO15W40BK,OBSOLETE - ACDelco 15W40 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,BULK,15W40,LT,EHCP,1,1,,1,Bulk,Obsolete,False,3/6/2015 2:05:00 PM,11/1/2021 11:00:00 AM
0207600R,ACDELCO15W40BK,OBSOLETE - ACDelco 15W40 Bulk,,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,BULK,,LT,ALLTAX,1,1,,1,Bulk,Obsolete,False,3/6/2015 2:03:00 PM,11/11/2022 11:00:00 AM
0207605,ACDELCO15W40DR,OBSOLETE - ACDelco 15W40 1X205L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,,Non Synthetic Motor Oil,,DRUM,15W40,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,4/14/2015 2:23:00 PM,6/17/2019 12:32:00 PM
020763A,ACDELCO15W40CA,OBSOLETE - ACDelco Conventional 15W40 3X5L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,CASE,15W40,CA,EHCPC,15,5,PACK,3,Package,Obsolete,False,9/1/2015 11:52:00 AM,11/16/2020 1:37:00 PM
020763AOP3,FillingFeeACDelco15W,OBSOLETE - Filling Fee - AC Delco 15W40 3X5 L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Obsolete,False,9/8/2015 4:18:00 PM,5/17/2021 11:00:00 AM
0207642,ACDELCO15W40CA,OBSOLETE - ACDelco Conventional 15W40 12X1L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,CASE,15W40,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,9/1/2015 11:22:00 AM,10/1/2020 9:18:00 AM
0207642OP3,FillingFeeACDelco15W,USE UP - Filling Fee - AC Delco 15W40 12X1 L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Active,False,9/8/2015 4:12:00 PM,11/1/2021 11:00:00 AM
0207700,ACDELCO5W20BK,OBSOLETE ACDelco Conventional 5W20 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,BULK,5W20,LT,EHCP,1,1,,1,Bulk,Obsolete,False,3/6/2015 2:08:00 PM,9/1/2022 8:46:00 AM
0207700R,ACDELCO5W20BK,ACDelco Conventional 5W20 Bulk,,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,BULK,,LT,ALLTAX,1,1,,1,Bulk,Obsolete,False,3/6/2015 2:07:00 PM,11/11/2022 11:00:00 AM
0207705,ACDELCO5W20DR,OBSOLETE - ACDelco Conventional 5W20 1X205L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,DRUM,5W20,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,4/14/2015 3:18:00 PM,8/19/2021 12:11:00 PM
020773A,ACDELCO5W20CA,OBSOLETE - ACDelco Conventional 5W20 3x5L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,CASE,5W20,CA,EHCPC,15,5,PACK,3,Package,Obsolete,False,9/1/2015 2:57:00 PM,2/24/2021 6:54:00 PM
020773AOP3,FillingFeeACDelco5W2,OBSOLETE - Filling Fee - AC Delco 5W20 3x5L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Obsolete,False,9/1/2015 3:14:00 PM,5/17/2021 11:00:00 AM
0207742,ACDELCO5W20CA,OBSOLETE - ACDelco Conventional 5W20 12x1L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,CASE,5W20,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,9/1/2015 11:24:00 AM,11/16/2020 2:11:00 PM
0207742OP3,FillingFeeACDelco5W2,Filling Fee - AC Delco 5W20 12x1L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Active,False,9/1/2015 12:06:00 PM,9/1/2022 8:46:00 AM
02077-BEDR,SYNTILO9926DR,OBSOLETE - SYNTILO 9926 1x208.2L,LUBES,FG,Finished Goods,CIND,Castrol Industrial,CUTG,USA,Cutting and Grinding,Syntilo,DRUM,NOGD,DR,ALLTAX,208.2,208.2,PACK,1,Package,Obsolete,False,6/23/2017 1:57:00 PM,6/17/2019 12:33:00 PM
02077-BEU5,SYNTILO9926TO,OBSOLETE - SYNTILO 9926 1x1211.2L,LUBES,FG,Finished Goods,CIND,Castrol Industrial,CUTG,USA,Cutting and Grinding,Syntilo,TOTE,NOGD,TO,ALLTAX,1211.2,1211.2,PACK,1,Package,Obsolete,False,6/23/2017 1:57:00 PM,6/17/2019 12:33:00 PM
0207800,ACDELCO10W30BK,OBSOLETE -ACDelco Conventional 10W30 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,BULK,10W30,LT,EHCP,1,1,,1,Bulk,Obsolete,False,3/6/2015 2:12:00 PM,11/1/2021 11:00:00 AM
0207800R,ACDELCO10W30BK,OBSOLETE - ACDelco Conventional 10W30 Bulk,,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,BULK,,LT,ALLTAX,1,1,,1,Bulk,Obsolete,False,3/6/2015 2:10:00 PM,11/11/2022 11:00:00 AM
0207805,ACDELCO10W30DR,OBSOLETE -ACDelco Conventional 10W30 1X205L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,DRUM,10W30,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,4/14/2015 3:20:00 PM,6/14/2022 10:44:00 AM
020783A,ACDELCO10W30CA,Obsolete -ACDelco Conventional 10W30 3X5L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,CASE,10W30,CA,EHCPC,15,5,PACK,3,Package,Obsolete,False,9/2/2015 11:55:00 AM,10/31/2019 8:37:00 AM
020783AOP3,FillingFeeACDelco10W,OBSOLETE - Filling Fee - AC Delco 10W30 3X5 L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Obsolete,False,9/8/2015 3:31:00 PM,5/17/2021 11:00:00 AM
0207842,ACDELCO10W30CA,OBSOLETE -ACDelco Conventional 10W30 12X1L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,CASE,10W30,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,9/2/2015 11:53:00 AM,11/16/2020 2:02:00 PM
0207842OP3,FillingFeeACDelco10W,Filling Fee - AC Delco 10W30 12X1 L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,12,Package,Active,False,9/8/2015 3:22:00 PM,11/1/2021 11:00:00 AM
0207900,ACDELCO5W30BK,OBSOLETE - ACDelco Conventional 5W30 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,9/1/2022 8:46:00 AM
0207900R,ACDELCO5W30BK,ACDelco Conventional 5W30 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,11/11/2022 11:00:00 AM
0207905,ACDELCO5W30DR,OBSOLETE - ACDelco Conventional 5W30 1x205L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,DRUM,5W30,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,4/14/2015 4:03:00 PM,6/14/2022 10:46:00 AM
020793A,ACDELCO5W30CA,OBSOLETE - ACDelco Conventional 5W30 3x5L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,CASE,5W30,CA,EHCPC,15,5,PACK,3,Package,Obsolete,False,9/1/2015 2:57:00 PM,6/14/2022 10:53:00 AM
020793AOP3,FillingFeeACDelco5W3,OBSOLETE - Filling Fee - AC Delco 5W30 3x5L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Obsolete,False,9/1/2015 3:14:00 PM,5/17/2021 11:00:00 AM
0207942,ACDELCO5W30CA,OBSOLETE - ACDelco Conventional 5W30 12x1L,LUBES,FG,Finished Goods,ACDL,AC Delco,NON,CAN,Non Synthetic Motor Oil,,CASE,5W30,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,9/1/2015 2:57:00 PM,6/14/2022 10:55:00 AM
0207942OP3,FillingFeeACDelco5W3,Filling Fee - AC Delco 5W30 12x1L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Active,False,9/1/2015 3:14:00 PM,9/1/2022 8:46:00 AM
0208,0208,"Plastic Keg, Black (PK15) - DRPL00639NA20001",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,USA,Packaging material,,KEG,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/17/2025 3:41:00 PM,4/28/2025 10:51:00 AM
0208000,EDGEPROOE0W20BK,OBSOLETE Castrol Edge Professional OE 0W20 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,0W20,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,12/5/2024 3:30:00 PM
0208006,EDGEPROOE0W20DR,OBSOLETE - Edge Professional OE 0W20 1x208 L (151E1A),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,DRUM,0W20,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:22:00 PM,11/11/2022 11:00:00 AM
0208066,EDGEPROOE0W20CA,OBSOLETE - Castrol Edge Professional OE 0W20 6x946ml(151E1B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,5.676,0.946,PACK,6,Package,Obsolete,False,2/6/2014 2:22:00 PM,1/15/2021 1:25:00 PM
0208142,EDGEPROA55W30CA,OBSOLETE - Castrol Edge Professional A5 5W30 12X1L (12487),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,5W30,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:33:00 PM
0208200,EDGEPRO5W20BK,OBSOLETE - Castrol Edge Professional 5W20 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,5W20,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,6/14/2022 9:00:00 AM
0208200R,EDGEPRO5W20BK,Castrol Edge Professional 5W20 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,5W20,LT,EHCP,1,1,,1,Bulk,Active,True,2/6/2014 2:22:00 PM,2/25/2026 4:56:00 PM
0208206,EDGEPRO5W20DR,OBSOLETE - Castrol Edge Professional 5W20 1x208.2 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,DRUM,5W20,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:22:00 PM,2/25/2026 4:56:00 PM
0208266,EDGEPRO5W20CA,OBSOLETE - Castrol Edge Professional 5W20 6x946 ml (15543D),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,5W20,CA,EHCPC,5.676,0.946,PACK,6,Package,Obsolete,False,2/6/2014 2:22:00 PM,9/12/2024 8:34:00 AM
0208300,EDGEPRO5W30BK,OBSOLETE - Castrol Edge Professional 5W30 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,1/9/2023 3:03:00 PM
0208300R,EDGEPRO5W30BK,OBSOLETE - astrol Edge Professional 5W30 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,11/11/2022 11:00:00 AM
0208306,EDGEPRO5W30DR,OBSOLETE - Castrol Edge Professional 5W30 1x208.2 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,DRUM,5W30,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:22:00 PM,2/25/2026 4:56:00 PM
0208366,EDGEPRO5W30CA,OBSOLETE - Castrol Edge Professional 5W30 6x946ml (1554DE),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,5W30,CA,EHCPC,5.676,0.946,PACK,6,Package,Obsolete,False,2/6/2014 2:22:00 PM,11/1/2021 11:00:00 AM
0208400,CastrolEdgeProfessio,OBSOLETE - Castrol Edge Pro OE 5W40 502.00 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,5W40,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,11/11/2021 9:30:00 AM
0208400R,EDGEPROOE5W40BK,Castrol Edge Pro OE 5W40 502.00 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,5W40,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,2/25/2026 4:56:00 PM
0208406,CastrolEdgeProfessio,OBSOLETE Castrol Edge Pro OE 5W40 502.00 1x208.2 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,DRUM,5W40,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:22:00 PM,11/19/2021 3:47:00 PM
0208466,EDGEPROOE5W40CA,OBSOLETE - Castrol Edge Pro OE 5W40 502.00 6x946ml (151C21),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,5W40,CA,EHCPC,5.676,0.946,PACK,6,Package,Obsolete,False,2/6/2014 2:22:00 PM,11/19/2021 10:38:00 AM
0208542,EDGEPRO5W30CAC1,Castrol Edge Professional 5W-30 C1 12X1 L (15C89E / 15F813),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,5W30,CA,EHCPC,12,1,PACK,12,Package,Active,False,9/21/2015 9:11:00 AM,5/21/2025 10:56:00 AM
0208606,0208606,"Castrol EDGE EURO 0W40 M, 1X55G (208.2L) (1621CE)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,DRUM,0W40,DR,EHCPC_DR,208.2,208.2,PACK,1,Package,Active,False,10/23/2025 11:14:00 AM,10/23/2025 11:29:00 AM
0208632,0208632,"Castrol EDGE EURO 0W40 M, 3X5Qt (4.73L) (1621CF)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,0W40,CA,EHCPC,14.19,4.73,PACK,3,Package,Active,False,10/23/2025 11:13:00 AM,10/23/2025 11:23:00 AM
0208666,0208666,"Castrol EDGE EURO 0W40 M, 6 X 1Qt (0.946L) (1621CD)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,0W40,CA,EHCPC,5.676,0.946,PACK,6,Package,Active,False,10/23/2025 11:12:00 AM,10/23/2025 11:19:00 AM
0208742,EdgeProV0w20_12x1L,OBSOLETE - Castrol Edge Professional V 0W20 12X1L,,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,,CASE,,CA,EHCPC,12,1,,12,Package,Obsolete,False,4/10/2015 11:38:00 AM,6/17/2019 12:33:00 PM
0208842,EDGEPROTWS10W60CA,OBSOLETE - Castrol Edge Professional TWS 10W60 12x1 L(12486),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,CASE,10W60,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,2/6/2014 2:22:00 PM,7/2/2019 8:55:00 AM
0208900,0208900R,Castrol Edge Professional EC 0W20 Bulk (217DDB/2180AC),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,BULK,0W20,LT,EHCP,1,1,,1,Bulk,Active,True,7/4/2017 3:01:00 PM,1/14/2020 1:20:00 PM
0208900R,EDGE PRO EC 0W20,Castrol Edge Professional EC 0W20 Bulk (217DDB/2180AC),,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,BULK,0W20,LT,EHCP,1,1,,1,Bulk,Active,False,7/4/2017 3:01:00 PM,11/11/2022 11:00:00 AM
0208906,EDGEPROE0W20DRJLR,Castrol Edge Professional EC 0W20 1x208.2 L (15AF70/15DA2B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,DRUM,0W20,DR,EHCPC_DR,208.2,208.2,PACK,1,Package,Active,False,2/6/2014 2:22:00 PM,5/21/2025 10:43:00 AM
0208942,EDGEPROE0W20CAJLR,OBSOLETE - Castrol Edge Professional E 0W20 JLR 12x1,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,3/1/2014 10:28:00 AM,5/10/2024 3:53:00 PM
0208966,0208966,Castrol Edge Professional EC 0W20 6x946ml (15C893/15DA2C),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,5.676,0.946,PACK,6,Package,Active,False,7/4/2017 3:01:00 PM,5/21/2025 10:44:00 AM
0208972,0208972,Castrol Edge Professional EC 0W20 1x984.2L (15DA2A),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,TOTE,0W20,TO,EHCP,984.2,984.2,PACK,1,Package,Active,False,6/19/2021 9:56:00 PM,9/21/2023 3:27:00 PM
0209000,0209000,OBSOLETE - Castrol Edge Professional V 0W20 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,BULK,0W20,LT,EHCP,1,1,,1,Bulk,Obsolete,True,10/4/2018 4:44:00 PM,3/2/2026 10:39:00 AM
0209000R,EdgeProV0W20BK,UU - Castrol Edge Professional V 0W20 Bulk,,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,BULK,,LT,ALLTAX,1,1,,1,Bulk,UseUp,False,1/27/2021 1:27:00 PM,12/2/2025 10:38:00 AM
0209000RBL,0209000RBL,EDGE PRO V 0W20 Reblend,,FG,Finished Goods,FLSH,Flush,FLSH,,Flush,,BULK,,LT,ALLTAX,1,-1,,0,Bulk,Active,False,11/2/2023 9:32:00 AM,12/19/2023 10:37:00 AM
0209006,EDGEPROV0W20DR,OBSOLETE Castrol Edge Professional V 0W20 1X208.2L (15D08B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,DRUM,0W20,DR,EHCPC_DR,208.2,208.2,PACK,1,Package,Obsolete,False,2/12/2018 9:07:00 AM,6/15/2026 8:01:00 AM
0209042,EDGEPROV0W20CA,OBSOLETE - Castrol Edge Professional V 0W20 12X1L (153AA6),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,5/22/2015 11:09:00 AM,5/30/2022 8:36:00 AM
0209066,EDGEPROV0W20CA,UU - Castrol Edge Professional V 0W20 6X946ml (15D08A),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,5.676,0.946,PACK,6,Package,UseUp,False,1/10/2020 2:36:00 PM,9/25/2025 8:50:00 AM
0209072,EDGEPROV0W20TOTE,Obsolete - Castrol Edge Professional V 0W20 1X984.2L(15D08C),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,TOTE,0W20,TO,EHCP,984.2,984.2,PACK,1,Package,Obsolete,False,2/4/2020 11:25:00 AM,9/25/2025 8:51:00 AM
0209100,EDGEPROA55W30BK,Castrol Edge Pro A5 5W30 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Active,True,11/11/2016 3:17:00 PM,12/17/2020 8:58:00 AM
0209106,EDGEPROA55W30DR,Castrol Edge Pro A5 5W30 1x208.2L (15948B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,DRUM,5W30,DR,EHCPC_DR,208.2,208.2,PACK,1,Package,Active,False,11/11/2016 3:17:00 PM,5/21/2025 10:54:00 AM
0209142,EDGEPROEOW30CAJLR,UU - Castrol Edge Professional E 0W-30 JLR 12X1L (15F6AD),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,CASE,0W30,CA,EHCPC,12,1,PACK,12,Package,UseUp,False,11/4/2015 3:26:00 PM,8/26/2025 3:40:00 PM
0209166,EDGEPROA55W30CA,Castrol Edge Pro A5 5W30 6X946 ml (15C894/16181A),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,5W30,CA,EHCPC,5.676,0.946,PACK,6,Package,Active,False,4/5/2016 3:52:00 PM,5/21/2025 10:55:00 AM
0209172,0209172,"OBS - Castrol EDGE Professional E 0W-30, 1X260G (984.1L)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,TOTE,0W30,TO,EHCP,984.1,984.1,PACK,1,Package,Obsolete,False,3/13/2025 10:43:00 AM,4/21/2026 3:08:00 PM
0209206,1602C7," Obsolete Castrol Edge Pro E 0W30 JLR, 1X208.2L (1602C7)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,DRUM,0W30,DR,EHCPC_DR,208.2,208.2,PACK,1,Package,Obsolete,False,6/6/2024 9:11:00 AM,4/20/2026 5:14:00 PM
0209266,EDGE M 5W30 12X1,USE UP - EDGE Euro 5W30 M Diesel 12X1 LT (15C5C4),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,5W30,CA,EHCPC,12,1,PACK,12,Package,UseUp,False,7/3/2019 1:41:00 PM,12/12/2023 8:25:00 AM
0209306,EDGE LL 5W30 Drum,OBSOLETE - EDGE Euro 5W30 LL Diesel 1X208.2LT (15C52D),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,DRUM,5W30,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,7/3/2019 1:40:00 PM,5/10/2022 10:22:00 AM
0209342,EDGE LL 5W30 6X1qrt,OBSOLET - EDGE Euro 5W30 LL Diesel 6X0.946LT (15C52E/15D28B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,CASE,5W30,CA,EHCPC,5.676,0.946,PACK,6,Package,Obsolete,False,7/3/2019 1:36:00 PM,1/9/2023 3:26:00 PM
