DimItem_ItemCode_,DimItem_BPItemCode_,DimItem_ItemDesc_,ItemCategory,ItemGroupCode,ItemGroupDesc,ProductFamilyCode,ProductFamilyDesc,ItemModelGroupCode,OrigCountryRegionId,ItemModelGroupDesc,Sub_Brand,PackagingGroupCode,Grade,UnitCode_Sales,TaxItemGroupCode_Sales,CaseVolume,ContainerVolume,PackSize,PackagingQty,Pkg_or_Bulk,ProductStatus,DimItem_IsPFLItem_,DimItem_CreatedDateTime_,DimItem_ModifiedDateTime_
0203406,EDGE PRO VE 0/20,"EDGE PROFESSIONAL VE 0W-20, 1X208.2L (161EE0)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,DRUM,0W20,DR,EHCPC_DR,208.2,208.2,PACK,1,Package,Active,False,10/22/2025 1:33:00 PM,11/25/2025 4:31:00 PM
0203466,0203466,"EDGE PROFESSIONAL VE 0W-20, 6X1Qt (946ml) (161EE2)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,5.676,0.946,PACK,6,Package,Active,False,9/10/2025 8:44:00 AM,9/10/2025 8:48:00 AM
0203700R,EDGE HM 0W20,"EDGE High Mileage 0W20, Bulk",,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,BULK,0W20,LT,EHCP,1,1,,1,Bulk,Active,False,5/19/2020 12:28:00 PM,3/21/2024 3:47:00 PM
0203700TR,EDGE HM 0W20,"EDGE High Mileage 0W20, Temp Bulk",,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,,BULK,,LT,EHCP,1,1,,1,Bulk,Active,False,3/21/2024 2:58:00 PM,8/27/2024 1:47:00 PM
0203706,EDGE HM 0/20,"OBSOLETE EDGE High Mileage 0W20, 1X208.2 (15B12F/15D474)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,DRUM,0W20,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,6/26/2019 11:32:00 AM,6/21/2024 10:14:00 AM
0203738,1617A8,"EDGE High Mileage 0W20, 6X1L (1617A8/15D47C)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,6,1,PACK,6,Package,Active,False,5/19/2020 5:31:00 PM,9/22/2025 3:43:00 PM
020373A,EDGE HM 0/20 3X5LT,"EDGE High Mileage 0W20, 3x5L (16075D)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,15,5,PACK,3,Package,Active,False,6/26/2019 11:32:00 AM,5/7/2024 10:52:00 PM
0203766,0203766,"Edge HM 0W-20, 6x1qt (BP#)",,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,,CASE,,CA,EHCPC,5.676,0.946,,6,Package,Active,False,1/28/2025 2:41:00 PM,1/28/2025 3:08:00 PM
0203900R,EDGE HM 5W20 BULK,"EDGE High Mileage 5W20, Bulk",,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,BULK,5W20,LT,ALLTAX,1,1,,1,Bulk,Active,False,6/26/2019 11:14:00 AM,6/24/2024 3:57:00 PM
0203900TR1,0203900TR1,"EDGE High Mileage 5W20, Temp Bulk",,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,,BULK,,LT,EHCP,1,-1,,0,Bulk,Obsolete,False,3/21/2024 5:59:00 PM,3/26/2025 11:26:00 AM
0203906,EDGE HM 5W20DR,OBSOLETE EDGE High Mileage 5W20 1X208.2L (15C9A0),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,DRUM,5W20,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,6/18/2019 8:33:00 AM,6/21/2024 10:16:00 AM
0203938,16174A,"EDGE High Mileage 5W20, 6X1L (16174A/15D539)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,5W20,CA,EHCPC,6,1,PACK,6,Package,Active,False,6/18/2019 8:33:00 AM,6/25/2025 8:56:00 AM
020393A,EDGE HM 5W20,"EDGE High Mileage 5W20, 3X5L (16075E)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,5W20,CA,EHCPC,15,5,PACK,3,Package,Active,False,6/18/2019 8:33:00 AM,5/7/2024 10:52:00 PM
0203966,0203966,"Edge HM 5W-20, 6x1qt (BP#)",,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,,CASE,,CA,EHCPC,5.676,0.946,,6,Package,Active,False,1/28/2025 2:42:00 PM,1/28/2025 3:11:00 PM
02039-ATDR,SYNTILO9828DR,OBSOLETE - SYNTILO 9828 1x208.2L,LUBES,FG,Finished Goods,CIND,Castrol Industrial,CUTG,USA,Cutting and Grinding,Syntilo,DRUM,NOGD,DR,ALLTAX,208.2,208.2,PACK,1,Package,Obsolete,False,6/23/2017 1:57:00 PM,6/17/2019 12:32:00 PM
0204,0204,"OBSOLETE, Empty Plastic Keg,Black (PIK15) - DRPL00781NA20001",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,USA,Packaging material,,KEG,,EA,ALLTAX,1,-1,,0,Package,Obsolete,False,9/29/2020 3:19:00 PM,4/22/2026 1:28:00 PM
0204000R,0204000R,"CASTROL RACING COURSES 0W-50, Bulk",,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,BULK,,LT,EHCP,1,1,,1,Bulk,Active,False,12/12/2024 11:38:00 AM,2/25/2026 4:56:00 PM
020403A,RO 0/50,"CASTROL RACING COURSES 0W-50, 3 x 5L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,NONE,CASE,0W50,CA,EHCPC,15,5,PACK,3,Package,Active,False,12/12/2024 11:51:00 AM,4/20/2026 12:31:00 PM
02041-AEDR,SYNTILO9902DR,OBSOLETE - SYNTILO 9902 1x208.2L,LUBES,FG,Finished Goods,CIND,Castrol Industrial,CUTG,USA,Cutting and Grinding,Syntilo,DRUM,NOGD,DR,ALLTAX,208.2,208.2,PACK,1,Package,Obsolete,False,6/23/2017 1:57:00 PM,6/17/2019 12:32:00 PM
02041-AEPL,SYNTILO9902PL,OBSOLETE - SYNTILO 9902 1x18.9L,LUBES,FG,Finished Goods,CIND,Castrol Industrial,CUTG,USA,Cutting and Grinding,Syntilo,PAIL,NOGD,PL,EHCC,18.93,18.93,PACK,1,Package,Obsolete,False,6/23/2017 1:57:00 PM,6/17/2019 12:32:00 PM
02041-AEU5,SYNTILO9902TO,OBSOLETE - SYNTILO 9902 1x1211.2L,LUBES,FG,Finished Goods,CIND,Castrol Industrial,CUTG,USA,Cutting and Grinding,Syntilo,TOTE,NOGD,TO,ALLTAX,1211.2,1211.2,PACK,1,Package,Obsolete,False,6/23/2017 1:57:00 PM,6/17/2019 12:32:00 PM
0205,0205,"Plastic Keg 15 gallon, Black, UN Rated (NDSTP0017)",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,USA,Packaging material,,KEG,,EA,ALLTAX,1,-1,,0,Package,Active,False,10/14/2021 11:21:00 AM,4/30/2024 1:24:00 PM
0205000,ACDELCODEXOS10W20BK,OBSOLETE - ACDelco Synthetic Blend Dexos1 0W20 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,PRT,CAN,Part Synthetic Motor Oil,,BULK,0W20,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/24/2014 9:51:00 AM,6/1/2021 11:00:00 AM
0205000R,Wakefield 0W20 Synt,OBSOLETE - Wakefield 0W20 Synthetic Bulk,LUBES,FG,Finished Goods,WAKE,Wakefield,NON,CAN,Non Synthetic Motor Oil,,BULK,0W20,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/24/2014 9:39:00 AM,6/1/2021 11:00:00 AM
0205005,ACDelcoSynBld0W20,OBSOLETE - ACDelco Synthetic Blend Dexos1 0W20 1x205L,LUBES,FG,Finished Goods,ACDL,AC Delco,PRT,CAN,Part Synthetic Motor Oil,,DRUM,0W20,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,4/14/2015 4:52:00 PM,6/17/2019 12:32:00 PM
020503A,ACD SynBl 0W20 3x5L,OBSOLETE - ACDelco Synthetic Blend Dexos1 0W20 3x5L,LUBES,FG,Finished Goods,ACDL,AC Delco,PRT,CAN,Part Synthetic Motor Oil,,CASE,0W20,CA,ALLTAX,15,5,PACK,3,Package,Obsolete,False,9/1/2015 11:24:00 AM,6/17/2019 12:32:00 PM
020503AOP3,FillingFeeACDelco0W2,OBSOLETE - Filling Fee - AC Delco 0W20 3x5L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Obsolete,False,9/1/2015 12:05:00 PM,10/31/2019 10:29:00 AM
0205042,ACDELCO0W20CADEXOS1,OBSOLETE - ACDelco Synthetic Blend Dexos1 0W20 12X1L,LUBES,FG,Finished Goods,ACDL,AC Delco,PRT,CAN,Part Synthetic Motor Oil,,CASE,0W20,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,8/4/2015 12:55:00 PM,7/2/2019 8:45:00 AM
0205042OP3,FillingFeeACDelco0W2,Filling Fee - AC Delco 0W20 12x1L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Active,False,9/1/2015 12:04:00 PM,6/1/2021 11:00:00 AM
0205100,ACDELCO0W20BKDEXOS1,OBSOLETE - ACDelco Full Synthetic 0W20 dexos1Gen2 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,BULK,0W20,LT,EHCP,1,1,,1,Bulk,Obsolete,False,9/29/2016 2:48:00 PM,5/13/2022 10:09:00 AM
0205100R,ACDELCO0W20BKDEXOS1,ACDelco Full Synthetic 0W20 dexos1Gen2 Bulk,,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,BULK,,LT,EHCP,1,1,,1,Bulk,Obsolete,False,9/29/2016 2:48:00 PM,11/11/2022 9:00:00 PM
0205105,ACDELCO0W20DRDEXOS1,OBSOLETE - ACDelco Full Synthetic 0W20 dexos1Gen2 1x205L,LUBES,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,DRUM,0W20,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,9/29/2016 2:48:00 PM,12/13/2021 9:37:00 AM
020513A,ACDELCO0W20CADEXOS1,OBSOLETE - ACDelco Full Synthetic 0W20 dexos1Gen2 3x5L,LUBES,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,CASE,0W20,CA,EHCPC,15,5,PACK,3,Package,Obsolete,False,9/29/2016 2:48:00 PM,11/26/2020 7:17:00 AM
020513AOP3,020513AOP3,OBSOLETE - Filling Fee - ACD Full Syn 0W20 dexos1:2015 3x5L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Obsolete,False,9/29/2016 2:48:00 PM,10/31/2019 10:29:00 AM
0205142,ACDELCO0W20CADEXOS1,OBSOLETE - ACDelco Full Synthetic 0W20 dexos1Gen2  12x1L,LUBES,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,CASE,0W20,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,9/29/2016 2:48:00 PM,2/24/2021 6:53:00 PM
0205142OP3,0205142OP3,Filling Fee - ACDelco Full Synthetic 0W20 dexos1Gen2  12x1L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Active,False,9/29/2016 2:48:00 PM,7/2/2021 11:00:00 AM
0205300,OBSOLETECastrolGMSLX,OBSOLETE - Castrol GM SLX Professional 5W30 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,BULK,,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
0205306,OBSOLETECastrolGMSLX,OBSOLETE - Castrol GM SLX Professional 5W30 1X208.2 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,DRUM,,DR,EHCP,208.2,208.2,,1,Package,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
0205338,OBSOLETECastrolGMSLX,OBSOLETE - Castrol GM SLX Professional 5W30 6X1 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,CASE,,CA,EHCPC,6,1,,6,Package,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
0206,CastrolPail,Castrol Pail,,RM,Raw Material,PLUB,Packaging Materials - Lubes,EMT,CAN,Empty,,NONE,,EA,ALLTAX,1,1,,1,Package,Active,False,2/6/2014 2:22:00 PM,10/22/2018 12:27:00 PM
0206000,CastrolEdgeTFST0W20B,OBSOLETE - Castrol Edge TFST/EP 0W20 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,0W20,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
0206000R,EDGEEP0W20BK,Castrol Edge EP 0W20 Bulk,,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,0W20,LT,ALLTAX,1,1,,1,Bulk,Active,False,3/12/2021 10:32:00 AM,11/11/2022 11:00:00 AM
0206006,CastrolEdgeTFST0W201,OBSOLETE - Castrol Edge TFST/EP 0W20 1x208.2L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,DRUM,0W20,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:22:00 PM,12/2/2019 11:00:00 AM
0206038,EDGEEP0W20CA,Castrol Edge EP 0W20 6X1 (153DBD/15D488),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,6,1,PACK,6,Package,Active,False,2/6/2014 2:22:00 PM,5/7/2024 10:52:00 PM
020603A,EDGEEP0W20CA,Castrol Edge EP 0W20 3X5L (16079C),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/23/2021 1:53:00 PM,5/7/2024 10:52:00 PM
0206089,EDGEEP0W20CA,OBSOLETE - Castrol Edge EP 0W20 3X4.4L (15A5E4),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,0W20,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:22:00 PM,11/11/2022 9:00:00 PM
0206089T,PROMOEdgeTFST0W203x4,OBSOLETE - PROMO Edge TFST 0W20 3x4.4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,CASE,,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
0206100R,EDGEEP5W30BK,Castrol Edge EP 5W30 Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,5W30,LT,ALLTAX,1,1,,1,Bulk,Active,True,3/15/2021 2:25:00 PM,11/11/2022 11:00:00 AM
020613A,EDGEEP5W30CA,Castrol Edge EP 5W30 3x5L (16076A),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,5W30,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/23/2021 2:04:00 PM,5/7/2024 10:52:00 PM
0206166,EDGEEP5W30CA,Castrol Edge EP 5W30 6X1L (153DBB/15D47D),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,USA,Synthetic Motor Oil,Edge,CASE,5W30,CA,EHCPC,6,1,PACK,6,Package,Active,False,2/6/2014 2:22:00 PM,5/7/2024 10:52:00 PM
0206189,EDGEEP5W30CA,OBSOLETE - Castrol Edge EP 5W30 3x4.4 L (15A5DB),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,5W30,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:22:00 PM,1/9/2023 2:44:00 PM
0206189T,PROMOEdgeTFST5W303X4,OBSOLETE - PROMO Edge TFST 5W30 3X4.4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,CASE,,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
0206199,PROMOONLYCastrolEdge,OBSOLETE - PROMO Castrol Edge TFST 5W30 4.4L 12 Unit-Qtr DRP,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,DRP,,PLT,EHCPC,52.8,4.4,,12,Package,Obsolete,False,2/6/2014 2:22:00 PM,4/22/2021 9:56:00 AM
0206200,0206200,Edge 0W30 DX Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,BULK,0W30,LT,EHCP,1,1,,1,Bulk,Active,True,7/26/2022 3:43:00 PM,7/26/2022 3:49:00 PM
0206200R,0206200R,Edge 0W30 DX Bulk,,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,,BULK,,LT,EHCP,1,-1,,0,Bulk,Active,False,7/26/2022 3:51:00 PM,11/11/2022 11:00:00 AM
0206206,EDGE 0W30DR,Edge 0W30 DX 1X208.2L (15F027),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,DRUM,0W30,DR,EHCPC_DR,208.2,208.2,PACK,1,Package,Active,False,7/26/2022 3:57:00 PM,5/7/2024 10:53:00 PM
020623A,Edge 0w30,Edge 0W30 DX 3X5L (15F026),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,0W30,CA,EHCPC,15,5,PACK,3,Package,Active,False,7/26/2022 4:05:00 PM,5/7/2024 10:52:00 PM
0206366,EDGETFST10W30CA,OBSOLETE - Castrol Edge TFST 10W30 6X1L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,10W30,CA,EHCPC,6,1,PACK,6,Package,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
0206389,OBSOLETECastrolEdgeT,OBSOLETE - Castrol Edge TFST 10W30 3X4.4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,10W30,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
0206389T,PROMOEdgeTFST10W303X,OBSOLETE - PROMO Edge TFST 10W30 3X4.4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,CASE,,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
0206500R,EDGEEP5W20BK,Castrol Edge EP 5W20 Bulk,,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,BULK,5W20,LT,ALLTAX,1,1,,1,Bulk,Active,False,3/14/2021 10:02:00 AM,11/11/2022 11:00:00 AM
020653A,EDGEEP5W20CA,Castrol Edge EP 5W20 3X5L (16076B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,Edge,CASE,5W20,CA,EHCPC,15,5,PACK,3,Package,Active,False,2/23/2021 2:09:00 PM,5/7/2024 10:52:00 PM
0206566,EDGEEP5W20CA,Castrol Edge EP 5W20 6X1 (153DC4/15D528),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,5W20,CA,EHCPC,6,1,PACK,6,Package,Active,False,2/6/2014 2:22:00 PM,5/7/2024 10:52:00 PM
0206589,EDGEEP5W20CA,Obsolete - Castrol Edge EP 5W20 3X4.4 L (15A5E3),LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,Edge,CASE,5W20,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:22:00 PM,11/21/2024 4:31:00 PM
0206589T,PROMOEdgeTFST5W203X4,OBSOLETE - PROMO Edge TFST 5W20 3X4.4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,SYN,CAN,Synthetic Motor Oil,,CASE,,CA,EHCPC,13.2,4.4,PACK,3,Package,Obsolete,False,2/6/2014 2:22:00 PM,6/17/2019 12:32:00 PM
02067-BEDR,SYNTILO9913DR,OBSOLETE - SYNTILO 9913 1x208.2L,LUBES,FG,Finished Goods,CIND,Castrol Industrial,CUTG,USA,Cutting and Grinding,Syntilo,DRUM,NOGD,DR,ALLTAX,208.2,208.2,PACK,1,Package,Obsolete,False,6/23/2017 1:57:00 PM,6/17/2019 12:32:00 PM
02067-BEPL,SYNTILO9913PL,OBSOLETE - SYNTILO 9913 1x18.9L,LUBES,FG,Finished Goods,CIND,Castrol Industrial,CUTG,USA,Cutting and Grinding,Syntilo,PAIL,NOGD,PL,EHCC,18.93,18.93,PACK,1,Package,Obsolete,False,6/23/2017 1:57:00 PM,6/17/2019 12:32:00 PM
02067-BEU5,SYNTILO9913TO,OBSOLETE - SYNTILO 9913 1x1211.2L,LUBES,FG,Finished Goods,CIND,Castrol Industrial,CUTG,USA,Cutting and Grinding,Syntilo,TOTE,NOGD,TO,ALLTAX,1211.2,1211.2,PACK,1,Package,Obsolete,False,6/23/2017 1:57:00 PM,6/17/2019 12:32:00 PM
0207,0207,"Keg, Black, Tight Head w. CenterBung",,RM,Raw Material,PLUB,Packaging Materials - Lubes,PKG,,Packaging material,,KEG,,EA,ALLTAX,1,1,,1,Package,Active,False,5/10/2024 3:11:00 PM,7/7/2025 9:31:00 AM
0207100,ACDELCO5W30BKDEXOS1,OBSOLETE - ACDelco Synthetic Blend Dexos1 5W30 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,PRT,CAN,Part Synthetic Motor Oil,,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,5/17/2021 11:00:00 AM
0207100R,ACDelcoSyntheticBlen,OBSOLETE - ACDelco Synthetic Blend Dexos1 5W30 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,PRT,CAN,Part Synthetic Motor Oil,,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:22:00 PM,5/17/2021 11:00:00 AM
0207105,ACDELCO5W30DRDEXOS1,OBSOLETE - ACDelco Synthetic Blend Dexos1 5W30 1X205L,LUBES,FG,Finished Goods,ACDL,AC Delco,PRT,CAN,Part Synthetic Motor Oil,,DRUM,5W30,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,4/13/2015 4:20:00 PM,6/17/2019 12:32:00 PM
020713A,ACD SynBl 5W30 3x5L,OBSOLETE - ACDelco Synthetic Blend Dexos1 5W30 3x5L,LUBES,FG,Finished Goods,ACDL,AC Delco,PRT,CAN,Part Synthetic Motor Oil,,CASE,5W30,CA,ALLTAX,15,5,PACK,3,Package,Obsolete,False,9/1/2015 11:25:00 AM,6/17/2019 12:32:00 PM
020713AOP3,FillingFeeACDelco5W3,OBSOLETE - Filling Fee - AC Delco 5W30 3x5L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Obsolete,False,9/1/2015 12:05:00 PM,10/31/2019 10:29:00 AM
0207142,ACDELCO5W30CADEXOS1,OBSOLETE  - ACDelco Synthetic Blend Dexos1 5W30 12x1L,LUBES,FG,Finished Goods,ACDL,AC Delco,PRT,CAN,Part Synthetic Motor Oil,,CASE,5W30,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,9/1/2015 11:25:00 AM,12/13/2019 8:17:00 AM
0207142OP3,FillingFeeDexos5W30,OBSOLETE - Filling Fee - AC Delco Dexos 5W30 12X1L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Obsolete,False,10/8/2015 10:00:00 AM,5/17/2021 11:00:00 AM
0207200,ACDELCO5W30BKDEXOS1,OBSOLETE ACDelco Full Synthetic 5W30 dexos1Gen2 Bulk,LUBES,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,BULK,5W30,LT,EHCP,1,1,,1,Bulk,Obsolete,False,9/29/2016 2:48:00 PM,8/26/2022 10:30:00 AM
0207200R,ACDLECO5W30BKDEXOS1,ACDelco Full Synthetic 5W30 dexos1Gen2 Bulk,,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,BULK,,LT,EHCP,1,1,,1,Bulk,Obsolete,False,9/29/2016 2:48:00 PM,11/11/2022 9:00:00 PM
0207205,ACDELCO5W30DRDEXOS1,OBSOLETE - ACDelco Full Synthetic 5W30 dexo1Gen2 1x205L,LUBES,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,DRUM,5W30,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,9/29/2016 2:48:00 PM,6/14/2022 10:41:00 AM
020723A,ACDELCO5W30CADEXOS1,OBSOLETE - ACDelco Full Synthetic 5W30 dexos1Gen2 3x5L,LUBES,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,CASE,5W30,CA,EHCPC,15,5,PACK,3,Package,Obsolete,False,9/29/2016 2:48:00 PM,8/19/2021 12:10:00 PM
020723AOP3,020723AOP3,Filling Fee - ACD Full Syn 5W30 dexos1:2015 3x5L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Active,False,9/29/2016 2:48:00 PM,7/2/2021 11:00:00 AM
0207242,ACDELCO5W30CADEXOS1,OBSOLETE - ACDelco Full Synthetic 5W30 dexos1Gen2 12x1L,LUBES,FG,Finished Goods,ACDL,AC Delco,SYN,CAN,Synthetic Motor Oil,,CASE,5W30,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,9/29/2016 2:48:00 PM,2/24/2021 6:53:00 PM
0207242OP3,0207242OP3,Filling Fee - ACDelco Full Synthetic 5W30 dexos1Gen2 12x1L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Active,False,9/29/2016 2:48:00 PM,7/2/2021 11:00:00 AM
